StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Salary
7782,8.0,1,3,2,90,4.8,Yes,Yes,77,88,Placed,312087.0
7783,7.4,0,1,1,80,4.2,No,No,55,69,NotPlaced,0.0
7784,8.2,1,3,2,90,4.4,Yes,Yes,71,81,Placed,669829.0
7785,8.4,0,3,1,86,4.0,Yes,Yes,85,67,NotPlaced,0.0
7786,7.3,0,1,2,74,4.0,No,No,69,73,NotPlaced,0.0
7787,6.7,1,1,1,81,4.1,No,No,64,72,NotPlaced,0.0
7788,6.5,0,2,1,72,3.0,No,Yes,59,76,NotPlaced,0.0
7789,6.5,0,1,3,76,4.4,Yes,No,64,70,NotPlaced,0.0
7790,7.9,2,1,1,70,4.7,No,No,61,63,NotPlaced,0.0
7791,7.4,1,1,0,60,4.2,No,Yes,55,65,NotPlaced,0.0
7792,7.3,1,1,1,71,4.4,No,Yes,69,72,NotPlaced,0.0
7793,6.5,1,3,0,74,4.0,No,Yes,69,68,Placed,689779.0
7794,6.5,1,1,0,66,4.2,No,No,78,62,NotPlaced,0.0
7795,8.2,2,3,2,90,4.8,Yes,Yes,83,82,Placed,434513.0
7796,8.5,2,3,2,90,4.8,Yes,Yes,83,85,Placed,681344.0
7797,7.8,2,3,2,90,4.8,Yes,No,81,87,NotPlaced,0.0
7798,7.5,1,1,0,76,4.7,No,No,55,64,NotPlaced,0.0
7799,7.5,1,1,0,82,4.1,No,No,76,70,NotPlaced,0.0
7800,6.9,1,3,0,81,4.6,Yes,Yes,62,76,Placed,661828.0
7801,8.6,2,3,2,90,4.8,Yes,Yes,72,86,Placed,433315.0
7802,8.5,2,3,1,84,4.4,Yes,Yes,87,84,Placed,475531.0
7803,8.5,2,3,2,85,4.7,Yes,Yes,78,68,Placed,629232.0
7804,8.1,1,2,1,86,4.8,Yes,Yes,69,85,Placed,438212.0
7805,6.6,2,3,1,85,4.1,No,No,74,69,NotPlaced,0.0
7806,8.2,1,1,2,79,4.7,Yes,Yes,67,86,Placed,339144.0
7807,6.5,1,1,1,65,3.0,No,No,61,79,NotPlaced,0.0
7808,7.5,1,2,3,73,3.5,No,Yes,55,66,NotPlaced,0.0
7809,7.4,1,1,1,79,4.4,Yes,Yes,66,65,NotPlaced,0.0
7810,7.2,1,1,0,61,4.4,No,Yes,57,77,NotPlaced,0.0
7811,7.6,1,1,0,71,4.1,No,Yes,58,59,NotPlaced,0.0
7812,8.4,1,1,1,79,4.1,No,No,59,66,NotPlaced,0.0
7813,7.7,2,3,0,79,3.9,Yes,Yes,82,86,Placed,547611.0
7814,7.7,2,3,0,90,4.6,Yes,No,55,80,NotPlaced,0.0
7815,8.1,2,2,1,76,4.8,Yes,Yes,71,81,NotPlaced,0.0
7816,8.5,1,3,2,90,4.7,Yes,Yes,75,81,Placed,396796.0
7817,7.6,1,3,2,90,4.5,Yes,No,87,71,Placed,354207.0
7818,7.4,1,3,1,87,4.6,No,No,69,83,NotPlaced,0.0
7819,6.6,1,1,0,74,4.7,Yes,No,68,64,NotPlaced,0.0
7820,8.3,2,3,2,90,4.8,Yes,Yes,87,81,NotPlaced,0.0
7821,8.3,2,3,0,85,4.8,Yes,Yes,75,83,Placed,426098.0
7822,8.0,2,3,2,90,4.8,Yes,Yes,80,87,Placed,560217.0
7823,8.3,1,3,1,81,4.8,Yes,Yes,65,83,NotPlaced,0.0
7824,7.8,1,2,0,79,4.4,Yes,Yes,71,81,NotPlaced,0.0
7825,6.9,0,1,2,72,4.8,Yes,Yes,58,85,Placed,617560.0
7826,7.8,1,1,1,67,3.5,No,No,60,70,NotPlaced,0.0
7827,8.8,2,3,2,90,4.7,Yes,Yes,81,79,Placed,574024.0
7828,7.5,0,2,0,67,3.1,No,No,55,70,NotPlaced,0.0
7829,7.0,0,1,3,86,4.2,No,Yes,62,81,NotPlaced,0.0
7830,8.4,1,1,0,75,3.7,Yes,No,59,65,NotPlaced,0.0
7831,6.5,1,1,1,78,4.3,No,Yes,77,69,NotPlaced,0.0
7832,7.4,1,2,2,80,3.9,No,Yes,77,88,Placed,661877.0
7833,7.6,1,1,2,81,3.9,No,Yes,62,78,NotPlaced,0.0
7834,6.5,1,2,0,78,4.7,No,Yes,76,72,NotPlaced,0.0
7835,6.5,1,3,1,76,4.1,Yes,Yes,55,74,NotPlaced,0.0
7836,6.5,1,1,0,78,4.4,No,Yes,66,74,NotPlaced,0.0
7837,8.5,1,2,2,81,3.8,Yes,Yes,78,85,NotPlaced,0.0
7838,6.5,1,1,0,78,4.4,No,No,64,68,NotPlaced,0.0
7839,7.4,1,3,2,90,4.0,Yes,Yes,71,83,Placed,627093.0
7840,7.7,1,1,1,71,4.2,No,No,71,59,NotPlaced,0.0
7841,7.7,1,1,1,78,4.8,No,No,65,72,NotPlaced,0.0
7842,6.5,1,3,1,70,4.2,Yes,Yes,69,71,NotPlaced,0.0
7843,7.9,2,3,2,76,4.5,Yes,No,87,82,Placed,443975.0
7844,8.0,2,3,2,79,4.8,Yes,Yes,85,85,Placed,502430.0
7845,8.6,2,2,1,77,4.5,Yes,Yes,87,82,NotPlaced,0.0
7846,7.5,0,1,1,83,4.4,No,Yes,59,66,NotPlaced,0.0
7847,8.4,0,1,0,84,4.8,No,Yes,78,81,Placed,324758.0
7848,7.2,2,3,0,86,4.8,Yes,Yes,81,82,Placed,665248.0
7849,6.9,0,1,0,78,4.5,No,Yes,55,63,NotPlaced,0.0
7850,8.0,1,3,0,82,3.8,No,No,55,66,NotPlaced,0.0
7851,6.9,0,1,0,71,3.6,No,No,55,70,NotPlaced,0.0
7852,7.9,0,2,1,72,4.3,Yes,Yes,60,72,NotPlaced,0.0
7853,8.4,1,1,2,90,4.8,Yes,Yes,83,86,Placed,544671.0
7854,8.4,1,3,2,90,4.8,Yes,Yes,75,87,Placed,712773.0
7855,6.7,1,2,1,85,4.8,Yes,Yes,75,83,Placed,494817.0
7856,8.0,0,3,2,86,4.3,Yes,Yes,81,88,Placed,472626.0
7857,8.3,1,3,0,84,4.4,Yes,Yes,73,84,NotPlaced,0.0
7858,8.1,1,3,1,78,4.1,Yes,Yes,66,73,NotPlaced,0.0
7859,6.8,1,2,0,79,4.0,No,Yes,69,68,NotPlaced,0.0
7860,7.5,1,3,0,78,4.5,Yes,Yes,75,82,NotPlaced,0.0
7861,7.7,1,1,0,74,4.2,Yes,Yes,86,64,NotPlaced,0.0
7862,8.0,2,3,2,86,4.8,Yes,Yes,78,85,Placed,418605.0
7863,7.5,1,2,1,82,4.0,No,No,63,63,NotPlaced,0.0
7864,6.6,1,3,1,82,4.6,No,Yes,59,87,NotPlaced,0.0
7865,6.5,1,1,1,69,4.3,No,No,55,69,NotPlaced,0.0
7866,8.3,1,2,2,89,4.8,Yes,Yes,75,83,Placed,498116.0
7867,6.8,1,1,0,71,4.4,No,No,60,68,NotPlaced,0.0
7868,8.1,1,1,1,79,4.5,No,No,62,67,NotPlaced,0.0
7869,8.9,1,3,0,85,4.8,Yes,Yes,73,81,Placed,624893.0
7870,8.3,2,3,2,90,4.7,Yes,Yes,77,81,Placed,480428.0
7871,8.5,2,3,2,86,4.7,Yes,Yes,71,79,Placed,439659.0
7872,7.8,1,1,0,83,3.8,No,Yes,69,66,NotPlaced,0.0
7873,8.2,1,1,0,80,3.9,Yes,Yes,61,84,NotPlaced,0.0
7874,7.9,1,2,2,87,3.6,Yes,No,80,88,Placed,755372.0
7875,7.6,0,1,0,83,4.0,No,Yes,79,86,NotPlaced,0.0
7876,7.3,0,1,0,75,3.4,No,No,55,70,NotPlaced,0.0
7877,6.6,0,2,0,68,3.8,No,No,66,70,NotPlaced,0.0
7878,8.5,1,2,0,87,4.0,Yes,Yes,78,70,Placed,393279.0
7879,8.3,1,1,0,73,3.6,No,Yes,74,68,NotPlaced,0.0
7880,7.4,1,2,1,73,4.0,No,Yes,60,67,NotPlaced,0.0
7881,8.4,0,1,0,80,4.5,Yes,Yes,87,78,NotPlaced,0.0
7882,8.5,2,1,0,83,4.7,No,Yes,70,71,NotPlaced,0.0
7883,6.5,1,1,0,66,4.1,No,No,55,62,NotPlaced,0.0
7884,7.5,1,3,1,87,4.6,Yes,Yes,81,86,Placed,450825.0
7885,8.4,2,3,2,90,4.8,Yes,Yes,67,82,Placed,622985.0
7886,7.6,1,3,2,72,4.8,Yes,Yes,75,70,NotPlaced,0.0
7887,8.2,2,3,2,90,4.8,Yes,Yes,73,88,Placed,632806.0
7888,6.5,1,3,2,84,4.5,No,Yes,70,75,Placed,536893.0
7889,8.5,2,3,2,90,4.8,Yes,Yes,83,86,Placed,462505.0
7890,7.6,1,1,1,73,3.7,No,No,55,72,NotPlaced,0.0
7891,7.6,1,1,1,66,3.8,No,No,56,67,NotPlaced,0.0
7892,8.1,2,3,2,90,4.8,Yes,Yes,85,88,Placed,504904.0
7893,7.3,1,3,2,90,4.5,Yes,Yes,77,85,Placed,693022.0
7894,6.6,2,3,0,77,4.4,Yes,Yes,78,76,Placed,448929.0
7895,8.9,2,3,2,88,4.8,Yes,Yes,73,83,NotPlaced,0.0
7896,7.9,2,2,1,90,4.8,Yes,Yes,82,87,Placed,351007.0
7897,7.7,1,2,0,87,4.0,Yes,Yes,73,84,Placed,618690.0
7898,7.1,1,1,1,64,4.5,No,No,66,64,NotPlaced,0.0
7899,7.6,1,2,0,80,4.6,No,Yes,69,69,NotPlaced,0.0
7900,7.9,1,3,0,71,3.9,Yes,Yes,55,72,NotPlaced,0.0
7901,7.6,1,2,1,67,3.9,No,No,55,65,NotPlaced,0.0
7902,8.0,1,2,0,90,4.5,Yes,Yes,75,83,NotPlaced,0.0
7903,7.4,2,1,0,73,4.1,Yes,Yes,78,79,NotPlaced,0.0
7904,6.5,0,1,1,68,3.5,No,Yes,62,69,NotPlaced,0.0
7905,8.1,2,3,2,83,4.3,Yes,Yes,83,79,Placed,625429.0
7906,8.2,1,3,2,83,4.4,Yes,Yes,77,85,Placed,368799.0
7907,7.9,1,2,1,80,4.3,No,No,58,70,NotPlaced,0.0
7908,7.8,2,3,2,90,4.7,Yes,Yes,85,82,Placed,592214.0
7909,7.3,0,1,0,78,3.7,No,Yes,79,86,NotPlaced,0.0
7910,8.1,1,2,2,86,4.8,Yes,Yes,76,85,Placed,563022.0
7911,7.6,1,2,0,79,4.1,No,Yes,69,65,Placed,644616.0
7912,7.6,1,2,1,68,4.0,Yes,Yes,70,65,NotPlaced,0.0
7913,7.8,2,2,2,81,4.5,Yes,Yes,85,57,Placed,619486.0
7914,7.6,0,2,0,69,4.2,No,No,55,63,NotPlaced,0.0
7915,7.5,1,3,2,80,4.6,No,No,73,80,Placed,379275.0
7916,8.0,1,3,3,85,4.7,Yes,Yes,79,84,NotPlaced,0.0
7917,8.0,2,3,2,85,4.8,Yes,Yes,74,87,Placed,419432.0
7918,8.3,0,3,1,73,4.4,Yes,Yes,76,75,NotPlaced,0.0
7919,6.8,1,1,0,79,4.3,No,Yes,56,70,Placed,671743.0
7920,7.2,1,3,2,84,4.4,Yes,Yes,88,85,NotPlaced,0.0
7921,8.6,1,1,2,89,4.3,Yes,Yes,65,67,NotPlaced,0.0
7922,7.5,2,1,3,79,3.4,Yes,No,90,64,NotPlaced,0.0
7923,8.7,2,3,3,90,4.7,Yes,Yes,84,81,Placed,597918.0
7924,6.6,0,2,1,67,4.2,No,Yes,55,66,NotPlaced,0.0
7925,8.3,2,2,2,75,3.8,No,Yes,71,66,NotPlaced,0.0
7926,7.6,1,1,0,74,3.8,No,No,55,72,NotPlaced,0.0
7927,6.7,1,1,1,72,4.2,No,Yes,55,63,NotPlaced,0.0
7928,6.7,1,2,1,86,4.8,Yes,Yes,59,86,Placed,529586.0
7929,7.3,1,2,0,80,4.5,Yes,Yes,55,64,Placed,548442.0
7930,8.5,1,2,2,77,4.3,Yes,Yes,80,77,Placed,604065.0
7931,8.3,2,3,2,90,4.8,Yes,Yes,90,81,Placed,358348.0
7932,7.5,1,1,0,84,4.5,No,No,55,68,NotPlaced,0.0
7933,7.9,1,1,0,71,4.4,Yes,Yes,82,88,Placed,380425.0
7934,8.0,0,2,0,60,4.2,No,No,55,70,NotPlaced,0.0
7935,8.0,2,3,2,90,4.8,Yes,Yes,82,78,Placed,602128.0
7936,7.7,1,1,1,65,3.5,No,No,60,69,NotPlaced,0.0
7937,8.9,1,3,2,90,4.8,Yes,Yes,75,84,Placed,578066.0
7938,8.2,2,3,2,85,4.8,Yes,No,84,76,NotPlaced,0.0
7939,8.3,1,2,0,76,4.5,No,Yes,83,81,Placed,447452.0
7940,7.6,1,2,1,72,4.4,No,No,74,73,NotPlaced,0.0
7941,7.8,0,2,0,79,4.3,Yes,Yes,65,70,Placed,724060.0
7942,7.4,0,2,1,71,4.7,No,Yes,69,81,NotPlaced,0.0
7943,7.9,1,1,1,76,3.8,Yes,Yes,80,67,Placed,605842.0
7944,8.1,1,2,1,88,4.8,No,Yes,77,88,Placed,772309.0
7945,8.1,2,3,2,90,4.8,Yes,Yes,84,87,Placed,723000.0
7946,8.0,1,3,2,90,4.8,Yes,Yes,70,84,Placed,662432.0
7947,7.5,1,1,1,82,4.6,No,Yes,59,74,NotPlaced,0.0
7948,8.5,0,3,2,90,4.6,Yes,Yes,74,87,Placed,659451.0
7949,7.6,1,2,0,88,4.8,Yes,Yes,62,80,NotPlaced,0.0
7950,8.3,1,3,1,90,4.5,Yes,Yes,88,77,Placed,425285.0
7951,8.3,1,3,2,88,4.8,Yes,Yes,76,86,Placed,402164.0
7952,8.2,2,3,2,90,4.7,Yes,Yes,89,78,Placed,738144.0
7953,8.5,2,3,0,89,4.5,Yes,Yes,81,80,Placed,693415.0
7954,6.6,1,1,2,67,4.0,No,No,55,67,NotPlaced,0.0
7955,8.2,1,1,2,71,4.2,Yes,Yes,77,83,NotPlaced,0.0
7956,8.6,1,2,2,77,4.3,No,No,55,59,Placed,767397.0
7957,6.7,0,1,1,77,3.7,No,No,63,67,NotPlaced,0.0
7958,7.6,1,1,0,69,4.5,No,No,73,71,NotPlaced,0.0
7959,8.1,1,3,2,90,4.7,Yes,Yes,80,84,Placed,437135.0
7960,7.7,0,1,1,72,3.5,No,Yes,64,67,NotPlaced,0.0
7961,7.6,1,2,0,72,4.8,No,Yes,63,65,NotPlaced,0.0
7962,8.0,0,3,3,84,4.8,Yes,Yes,90,84,Placed,549166.0
7963,8.3,0,1,0,87,4.5,No,Yes,74,69,Placed,496255.0
7964,7.2,1,2,0,80,4.6,No,Yes,65,58,NotPlaced,0.0
7965,7.4,1,1,0,67,4.1,No,No,67,66,NotPlaced,0.0
7966,7.3,1,2,1,68,4.3,Yes,Yes,62,71,NotPlaced,0.0
7967,6.5,0,1,0,64,4.1,No,No,63,70,NotPlaced,0.0
7968,8.7,1,3,2,90,4.7,Yes,Yes,79,80,Placed,528234.0
7969,7.7,1,1,1,75,4.0,No,Yes,60,67,NotPlaced,0.0
7970,8.4,2,3,2,90,4.8,Yes,Yes,82,88,Placed,345510.0
7971,6.6,1,1,0,76,4.2,Yes,No,55,65,NotPlaced,0.0
7972,7.7,1,3,0,80,4.8,Yes,Yes,76,86,Placed,697290.0
7973,8.2,1,2,3,84,4.0,Yes,Yes,82,63,NotPlaced,0.0
7974,6.5,2,3,2,80,4.2,No,Yes,75,72,NotPlaced,0.0
7975,8.1,1,1,0,81,3.5,Yes,Yes,78,84,NotPlaced,0.0
7976,8.7,2,3,2,90,4.8,Yes,Yes,77,82,Placed,647914.0
7977,7.5,0,1,0,68,4.1,No,No,57,58,NotPlaced,0.0
7978,6.7,0,1,1,80,3.7,Yes,Yes,75,70,NotPlaced,0.0
7979,8.4,2,2,0,90,4.5,Yes,Yes,76,85,NotPlaced,0.0
7980,6.7,1,1,0,76,3.8,Yes,Yes,57,66,Placed,658889.0
7981,8.3,0,3,0,90,4.6,Yes,Yes,81,88,Placed,333437.0
7982,6.8,1,3,0,66,3.6,Yes,Yes,55,61,Placed,585260.0
7983,6.5,1,2,0,85,4.7,No,Yes,55,59,Placed,683348.0
7984,7.5,0,1,0,64,3.7,No,Yes,55,71,Placed,676727.0
7985,8.3,1,3,2,82,4.8,Yes,Yes,77,88,Placed,726784.0
7986,7.3,0,1,3,81,4.8,Yes,Yes,76,87,NotPlaced,0.0
7987,6.7,0,1,1,70,4.6,Yes,Yes,64,73,NotPlaced,0.0
7988,7.2,0,1,0,63,3.8,No,No,66,66,NotPlaced,0.0
7989,8.7,2,2,2,90,4.8,Yes,Yes,74,84,Placed,764383.0
7990,7.7,1,2,0,77,4.3,Yes,Yes,73,80,Placed,585971.0
7991,7.9,0,2,0,80,3.6,No,No,60,86,NotPlaced,0.0
7992,6.5,0,3,2,84,4.6,Yes,Yes,90,84,Placed,687336.0
7993,8.9,2,3,2,90,4.8,Yes,Yes,77,82,Placed,532456.0
7994,7.3,1,2,1,83,4.2,No,No,61,64,NotPlaced,0.0
7995,8.3,0,1,0,71,4.1,Yes,Yes,55,59,Placed,531101.0
7996,6.5,0,1,0,80,3.9,No,Yes,75,69,NotPlaced,0.0
7997,7.5,2,3,0,85,4.3,No,No,55,69,Placed,520707.0
7998,8.5,2,2,0,79,3.7,Yes,Yes,55,83,NotPlaced,0.0
7999,7.6,1,1,0,80,3.9,No,No,56,67,NotPlaced,0.0
8000,7.4,1,2,0,76,4.4,No,Yes,61,69,NotPlaced,0.0
8001,8.6,2,3,2,90,4.8,Yes,Yes,85,78,Placed,362377.0
8002,8.1,2,3,2,90,4.6,Yes,Yes,79,84,Placed,655083.0
8003,7.5,1,1,0,88,4.3,No,No,86,84,NotPlaced,0.0
8004,7.5,1,1,1,67,4.5,No,No,55,61,NotPlaced,0.0
8005,7.4,1,2,0,80,4.2,Yes,Yes,62,79,NotPlaced,0.0
8006,8.6,1,3,0,89,4.8,Yes,Yes,74,61,Placed,685935.0
8007,6.8,1,1,1,75,3.8,No,Yes,57,67,NotPlaced,0.0
8008,8.6,2,1,2,90,4.8,Yes,Yes,81,80,Placed,751038.0
8009,8.0,1,3,1,76,4.6,No,No,70,67,NotPlaced,0.0
8010,7.9,1,3,1,82,4.3,Yes,Yes,76,81,Placed,378965.0
8011,8.1,1,3,2,89,4.6,Yes,Yes,80,85,Placed,752056.0
8012,6.5,1,3,2,81,4.5,No,No,72,82,Placed,578565.0
8013,7.0,1,2,0,69,4.3,No,Yes,55,68,NotPlaced,0.0
8014,8.0,2,3,2,88,4.8,Yes,Yes,82,81,Placed,443272.0
8015,6.9,1,2,1,90,3.9,Yes,Yes,78,85,NotPlaced,0.0
8016,8.3,2,3,2,90,4.8,Yes,No,75,80,Placed,689281.0
8017,7.8,1,2,0,84,3.0,Yes,Yes,62,70,NotPlaced,0.0
8018,7.4,0,1,0,76,4.0,No,No,60,70,NotPlaced,0.0
8019,6.7,1,2,0,67,3.9,No,No,59,69,NotPlaced,0.0
8020,6.6,1,3,0,62,3.8,Yes,Yes,57,72,NotPlaced,0.0
8021,6.6,1,3,2,81,4.5,Yes,No,72,77,NotPlaced,0.0
8022,7.5,1,1,1,74,3.9,No,Yes,60,62,NotPlaced,0.0
8023,7.2,1,2,2,75,4.3,No,Yes,75,75,NotPlaced,0.0
8024,7.5,1,2,0,69,3.5,No,No,55,62,NotPlaced,0.0
8025,8.1,1,3,2,81,4.5,Yes,Yes,83,84,Placed,456677.0
8026,8.3,2,3,2,90,4.7,Yes,Yes,80,83,Placed,439718.0
8027,8.1,1,1,1,77,4.1,Yes,Yes,62,75,Placed,685060.0
8028,8.2,1,2,1,84,4.8,Yes,Yes,68,88,NotPlaced,0.0
8029,8.1,2,2,0,83,4.7,Yes,Yes,78,86,Placed,731889.0
8030,7.5,0,1,0,71,4.1,No,Yes,73,66,NotPlaced,0.0
8031,8.3,0,1,2,85,4.7,Yes,Yes,83,68,Placed,382123.0
8032,6.9,0,1,1,65,4.1,Yes,Yes,70,61,Placed,699652.0
8033,8.0,1,3,2,90,4.7,Yes,Yes,74,84,Placed,492027.0
8034,8.1,1,3,0,88,4.0,No,Yes,81,87,Placed,720550.0
8035,8.3,0,3,2,83,4.3,Yes,Yes,76,84,Placed,487344.0
8036,8.4,2,3,1,73,4.2,No,Yes,75,86,NotPlaced,0.0
8037,7.6,1,2,1,68,4.1,No,Yes,55,68,NotPlaced,0.0
8038,8.1,1,2,0,83,4.1,Yes,No,66,66,NotPlaced,0.0
8039,8.4,0,1,2,74,4.2,Yes,Yes,55,68,NotPlaced,0.0
8040,8.2,2,3,2,86,4.8,Yes,Yes,77,83,Placed,502656.0
8041,6.5,1,1,1,76,4.1,No,Yes,55,58,NotPlaced,0.0
8042,8.4,0,1,2,89,4.8,Yes,Yes,62,87,Placed,563566.0
8043,8.1,2,3,2,90,4.8,Yes,Yes,83,84,Placed,592224.0
8044,8.2,0,3,2,90,4.5,Yes,Yes,81,85,Placed,522407.0
8045,6.9,1,1,0,75,4.1,Yes,Yes,55,76,NotPlaced,0.0
8046,8.2,1,2,2,89,4.8,Yes,Yes,73,70,Placed,690409.0
8047,7.6,0,1,1,66,4.2,Yes,Yes,55,67,NotPlaced,0.0
8048,8.3,1,1,0,83,4.0,No,Yes,65,66,NotPlaced,0.0
8049,8.3,1,1,1,72,4.7,Yes,Yes,66,71,NotPlaced,0.0
8050,7.9,0,3,2,83,4.8,Yes,Yes,73,79,Placed,685639.0
8051,6.5,0,2,0,73,3.7,No,Yes,64,72,NotPlaced,0.0
8052,6.5,1,1,0,80,3.8,No,Yes,64,69,NotPlaced,0.0
8053,6.6,0,1,0,74,3.9,No,Yes,63,63,NotPlaced,0.0
8054,7.6,1,1,0,84,4.1,Yes,Yes,72,72,NotPlaced,0.0
8055,7.9,1,2,2,63,3.8,Yes,Yes,55,62,NotPlaced,0.0
8056,7.6,2,3,2,90,4.8,Yes,Yes,89,84,Placed,472402.0
8057,6.6,0,2,0,75,3.9,No,Yes,55,69,Placed,452734.0
8058,8.3,1,3,2,90,4.7,Yes,Yes,69,80,Placed,600188.0
8059,8.4,2,3,2,90,4.8,Yes,Yes,79,84,Placed,735746.0
8060,6.5,0,2,0,80,4.2,No,No,57,71,NotPlaced,0.0
8061,7.4,2,3,0,81,4.6,No,No,80,69,NotPlaced,0.0
8062,7.7,0,1,1,70,3.6,No,Yes,55,68,NotPlaced,0.0
8063,8.2,1,1,1,69,4.2,No,Yes,76,65,NotPlaced,0.0
8064,6.5,1,1,1,83,4.2,No,No,58,76,NotPlaced,0.0
8065,7.0,1,1,1,68,3.7,No,No,55,68,NotPlaced,0.0
8066,8.7,2,3,2,90,4.8,Yes,Yes,80,79,Placed,717558.0
8067,8.5,2,3,2,81,4.5,Yes,Yes,78,84,Placed,386676.0
8068,6.7,1,1,0,64,3.7,No,Yes,55,60,NotPlaced,0.0
8069,8.9,1,3,2,90,4.6,Yes,Yes,71,81,Placed,662661.0
8070,7.4,1,1,1,73,3.6,No,Yes,59,64,NotPlaced,0.0
8071,8.8,1,3,2,90,4.8,Yes,Yes,75,82,Placed,623176.0
8072,7.4,0,1,0,65,4.2,No,No,55,70,NotPlaced,0.0
8073,7.5,2,3,2,90,4.7,Yes,Yes,83,85,Placed,587949.0
8074,8.3,1,2,2,89,4.6,Yes,Yes,79,84,Placed,558407.0
8075,8.5,2,1,2,87,4.8,Yes,Yes,78,85,Placed,568688.0
8076,8.0,2,3,2,90,4.8,Yes,Yes,77,86,Placed,732964.0
8077,8.2,2,3,2,88,4.5,Yes,Yes,77,83,Placed,483848.0
8078,8.4,1,2,2,84,4.7,Yes,Yes,76,71,NotPlaced,0.0
8079,8.1,2,3,2,87,4.6,No,Yes,73,85,Placed,510302.0
8080,6.7,1,2,2,68,4.1,Yes,No,79,70,NotPlaced,0.0
8081,8.1,1,3,3,77,4.1,Yes,Yes,74,85,Placed,377842.0
8082,7.6,1,3,2,90,4.8,Yes,Yes,85,80,Placed,495596.0
8083,7.3,1,1,0,82,3.9,No,No,81,60,NotPlaced,0.0
8084,7.9,1,1,0,75,4.3,No,No,75,75,Placed,744496.0
8085,6.5,1,2,0,67,4.1,No,Yes,57,71,NotPlaced,0.0
8086,7.7,1,1,0,70,4.4,Yes,Yes,65,70,NotPlaced,0.0
8087,8.5,2,3,2,90,4.8,Yes,Yes,85,86,Placed,323604.0
8088,8.2,1,2,0,71,4.7,No,Yes,68,66,NotPlaced,0.0
8089,8.3,2,3,2,90,4.8,Yes,Yes,72,88,Placed,508028.0
8090,8.2,2,3,2,90,4.4,Yes,Yes,88,87,Placed,489329.0
8091,8.7,1,1,2,82,4.2,Yes,Yes,74,87,NotPlaced,0.0
8092,8.5,1,1,1,84,4.6,No,Yes,71,81,NotPlaced,0.0
8093,7.6,1,1,0,82,3.7,No,Yes,55,67,NotPlaced,0.0
8094,8.1,1,3,0,90,4.8,Yes,Yes,75,81,Placed,396701.0
8095,8.6,1,3,0,86,3.8,Yes,Yes,78,72,NotPlaced,0.0
8096,7.5,1,1,1,76,3.6,No,No,58,70,NotPlaced,0.0
8097,7.4,1,1,1,79,4.3,No,No,61,76,NotPlaced,0.0
8098,8.2,1,3,0,86,4.7,Yes,Yes,81,88,Placed,508780.0
8099,7.6,1,1,0,71,3.3,No,Yes,64,72,NotPlaced,0.0
8100,7.4,1,1,0,74,4.0,No,Yes,55,61,NotPlaced,0.0
8101,8.3,2,3,2,84,4.4,Yes,Yes,83,84,Placed,497033.0
8102,7.8,1,3,0,81,4.3,Yes,Yes,76,82,Placed,430796.0
8103,8.5,2,3,1,86,4.5,Yes,Yes,75,81,Placed,629657.0
8104,8.1,1,1,1,67,3.8,No,No,59,57,NotPlaced,0.0
8105,7.4,0,2,1,72,4.4,No,Yes,60,70,Placed,376921.0
8106,8.1,1,3,0,69,3.9,No,No,82,69,NotPlaced,0.0
8107,7.6,1,1,1,76,3.8,No,Yes,68,83,Placed,602025.0
8108,7.6,1,3,1,73,4.8,No,Yes,62,73,Placed,712263.0
8109,7.8,2,1,0,70,3.5,No,No,70,66,NotPlaced,0.0
8110,7.3,1,1,1,68,4.7,No,Yes,68,58,NotPlaced,0.0
8111,8.6,1,3,2,72,4.0,Yes,Yes,80,64,Placed,338743.0
8112,8.3,2,3,2,90,4.8,Yes,Yes,87,81,Placed,624254.0
8113,8.2,2,3,2,90,4.6,Yes,Yes,85,85,Placed,774963.0
8114,7.9,1,2,0,90,4.1,Yes,Yes,77,78,Placed,423107.0
8115,6.5,0,1,0,73,3.7,No,No,57,67,NotPlaced,0.0
8116,7.7,0,1,0,66,4.2,Yes,Yes,56,69,NotPlaced,0.0
8117,8.1,2,3,0,83,3.8,Yes,No,67,60,Placed,574244.0
8118,7.5,2,3,2,77,4.8,Yes,Yes,58,73,Placed,581681.0
8119,7.2,0,2,0,69,4.1,Yes,Yes,71,83,NotPlaced,0.0
8120,7.7,2,1,1,80,4.7,No,No,56,65,NotPlaced,0.0
8121,8.0,1,3,1,89,4.8,Yes,No,72,81,Placed,665971.0
8122,7.8,1,3,0,75,4.2,Yes,Yes,82,82,Placed,372040.0
8123,8.2,1,1,0,77,3.8,No,No,57,67,NotPlaced,0.0
8124,7.6,1,3,0,77,4.3,Yes,Yes,70,83,NotPlaced,0.0
8125,8.5,1,3,1,84,4.8,Yes,Yes,73,84,Placed,503854.0
8126,8.4,1,3,2,90,4.8,Yes,Yes,82,88,Placed,726519.0
8127,7.6,0,3,0,79,4.6,Yes,Yes,63,61,NotPlaced,0.0
8128,8.2,2,3,2,90,4.8,Yes,Yes,70,86,NotPlaced,0.0
8129,7.4,1,3,0,80,4.6,No,Yes,71,72,NotPlaced,0.0
8130,6.6,1,1,0,82,3.9,Yes,No,73,78,NotPlaced,0.0
